"FON_FONDSID";"DATUM";"KOERS";"KOERS";"KOERS";"KOERS";"OMZET"
"27463";"2014-07-03";"3911.11130";"3923.14770";"3901.32480";"3923.00990";"0"
"27463";"2014-07-07";"3917.88520";"3923.91640";"3904.66850";"3910.70740";"0"
"27463";"2014-07-08";"3903.36940";"3906.22110";"3848.18160";"3864.06550";"0"
"27463";"2014-07-09";"3873.17060";"3896.37560";"3863.19600";"3892.91350";"0"
"27463";"2014-07-10";"3837.29380";"3895.71780";"3837.15540";"3880.03780";"0"
"27463";"2014-07-11";"3888.75790";"3905.40250";"3879.40440";"3904.57930";"0"
"27463";"2014-07-14";"3923.60130";"3937.72540";"3916.52460";"3929.46370";"0"
"27463";"2014-07-15";"3934.78730";"3940.54880";"3887.50390";"3914.45460";"0"
"27463";"2014-07-16";"3943.60060";"3947.48840";"3927.00470";"3932.33400";"0"
"27463";"2014-07-17";"3921.86950";"3933.88280";"3866.22170";"3878.00760";"0"
"27463";"2014-07-18";"3899.38320";"3942.14900";"3894.55970";"3939.89360";"0"
"27463";"2014-07-21";"3933.11030";"3941.93170";"3917.73860";"3934.13640";"0"
"27463";"2014-07-22";"3950.83310";"3966.09820";"3949.09200";"3961.62330";"0"
"27463";"2014-07-23";"3974.66210";"3990.63640";"3967.95880";"3986.19190";"0"
"27463";"2014-07-24";"3994.17900";"3997.50030";"3975.65730";"3983.18790";"0"
"27463";"2014-07-25";"3959.34870";"3970.44360";"3945.05360";"3965.16450";"0"
"27463";"2014-07-28";"3966.31130";"3976.99840";"3936.72010";"3967.24400";"0"
"27463";"2014-07-29";"3974.05500";"3983.41740";"3957.21520";"3959.03340";"0"
"27463";"2014-07-30";"3982.10390";"3989.00400";"3960.28730";"3976.06640";"0"
"27463";"2014-07-31";"3938.30780";"3948.90240";"3889.09910";"3892.49590";"0"
"27463";"2014-08-01";"3886.10270";"3908.21270";"3855.35340";"3879.66960";"0"
"27463";"2014-08-04";"3890.63180";"3922.25160";"3875.10370";"3908.76970";"0"
"27463";"2014-08-05";"3891.13280";"3901.17300";"3858.65050";"3874.94130";"0"
"27463";"2014-08-06";"3851.44070";"3896.64570";"3849.45310";"3874.26690";"0"
"27463";"2014-08-07";"3889.68740";"3895.74310";"3845.19880";"3857.93810";"0"
"27463";"2014-08-08";"3864.09350";"3890.62760";"3848.49240";"3888.09190";"0"
"27463";"2014-08-11";"3899.98050";"3921.19180";"3899.36760";"3910.46120";"0"
"27463";"2014-08-12";"3904.44560";"3916.73290";"3887.58410";"3905.22470";"0"
"27463";"2014-08-13";"3924.47100";"3949.69130";"3921.44310";"3949.20330";"0"
"27463";"2014-08-14";"3953.27340";"3969.24280";"3949.07700";"3969.11360";"0"
"27463";"2014-08-15";"3993.00200";"3997.08020";"3951.24580";"3987.51120";"0"
"27463";"2014-08-18";"4007.19400";"4022.48150";"4003.46200";"4020.49620";"0"
"27463";"2014-08-19";"4025.51380";"4041.49920";"4024.17030";"4040.12970";"0"
"27463";"2014-08-20";"4032.90540";"4046.97370";"4032.19620";"4040.70450";"0"
"27463";"2014-08-21";"4041.00010";"4048.94980";"4035.75250";"4047.02630";"0"
"27463";"2014-08-22";"4052.13980";"4060.89740";"4040.22060";"4052.75180";"0"
"27463";"2014-08-25";"4073.47470";"4079.51780";"4058.59930";"4067.47600";"0"
"27463";"2014-08-26";"4073.04470";"4076.53640";"4062.72810";"4071.66990";"0"
"27463";"2014-08-27";"4073.39740";"4078.19240";"4064.06490";"4073.17690";"0"
"27463";"2014-08-28";"4059.36850";"4072.29010";"4054.60520";"4066.27310";"0"
"27463";"2014-08-29";"4081.02060";"4082.97200";"4062.18210";"4082.55880";"0"
"27463";"2014-09-02";"4093.11670";"4095.87380";"4078.18510";"4095.80950";"0"
"27463";"2014-09-03";"4103.96650";"4104.42950";"4063.49300";"4070.95720";"0"
"27463";"2014-09-04";"4078.82190";"4100.77960";"4056.52550";"4066.13130";"0"
"27463";"2014-09-05";"4067.36610";"4089.98130";"4051.74670";"4089.91850";"0"
"27463";"2014-09-08";"4086.52030";"4105.50440";"4076.63020";"4095.46490";"0"
"27463";"2014-09-09";"4094.02440";"4110.85770";"4053.10500";"4061.88050";"0"
"27463";"2014-09-10";"4063.85400";"4095.91420";"4054.60950";"4094.97050";"0"
"27463";"2014-09-11";"4077.68650";"4092.79220";"4060.91730";"4092.64650";"0"
"27463";"2014-09-12";"4087.16460";"4089.61710";"4057.53260";"4069.23330";"0"
"27463";"2014-09-15";"4070.20310";"4070.81780";"4018.30120";"4029.88610";"0"
"27463";"2014-09-16";"4012.52530";"4073.14310";"4009.97870";"4067.27380";"0"
"27463";"2014-09-17";"4066.75490";"4090.94730";"4048.57640";"4073.56710";"0"
"27463";"2014-09-18";"4084.51110";"4103.41510";"4080.81910";"4103.08310";"0"
"27463";"2014-09-19";"4113.01830";"4118.90820";"4084.44800";"4100.09300";"0"
"27463";"2014-09-22";"4091.87410";"4092.14170";"4044.99400";"4061.23450";"0"
"27463";"2014-09-23";"4045.66680";"4069.21280";"4043.26160";"4051.57290";"0"
"27463";"2014-09-24";"4055.42300";"4096.26990";"4041.71880";"4094.31290";"0"
"27463";"2014-09-25";"4079.36730";"4087.18930";"4007.63290";"4007.82120";"0"
"27463";"2014-09-26";"4016.96940";"4057.47100";"4015.02160";"4053.71920";"0"
"27463";"2014-09-29";"4009.66180";"4056.43100";"4008.57870";"4047.17550";"0"
"27463";"2014-09-30";"4054.85880";"4070.43800";"4031.69630";"4049.44490";"0"
"27463";"2014-10-01";"4043.33190";"4043.44270";"3972.90500";"3984.74310";"0"
"27463";"2014-10-02";"3984.79700";"3996.74840";"3934.93950";"3985.86710";"0"
"27463";"2014-10-03";"4004.75030";"4040.56250";"3995.80800";"4027.30720";"0"
"27463";"2014-10-06";"4041.40380";"4046.70700";"4004.20700";"4016.26610";"0"
"27463";"2014-10-07";"3999.24840";"4007.93920";"3958.43510";"3958.58910";"0"
"27463";"2014-10-08";"3960.78820";"4048.78850";"3938.16320";"4041.12310";"0"
"27463";"2014-10-09";"4031.61530";"4040.53550";"3965.37200";"3969.32140";"0"
"27463";"2014-10-10";"3946.31630";"3969.48160";"3870.85490";"3870.85490";"0"
"27463";"2014-10-13";"3866.89180";"3893.65620";"3807.89380";"3807.99550";"0"
"27463";"2014-10-14";"3836.86890";"3860.03960";"3801.15660";"3810.45210";"0"
"27463";"2014-10-15";"3738.72280";"3801.42390";"3700.22460";"3785.97390";"0"
"27463";"2014-10-16";"3706.70360";"3795.07540";"3704.82470";"3765.28060";"0"
"27463";"2014-10-17";"3814.00360";"3848.98110";"3791.15780";"3815.47050";"0"
"27463";"2014-10-20";"3813.59550";"3872.35530";"3804.96800";"3870.07760";"0"
"27463";"2014-10-21";"3916.04340";"3971.40180";"3908.83160";"3971.39210";"0"
"27463";"2014-10-22";"3980.70800";"3988.40440";"3947.97650";"3949.58680";"0"
"27463";"2014-10-23";"3990.32660";"4032.21620";"3984.14850";"4012.26800";"0"
"27463";"2014-10-24";"4020.36880";"4045.18770";"4003.43100";"4042.01680";"0"
"27463";"2014-10-27";"4032.62380";"4052.49830";"4019.22550";"4046.01510";"0"
"27463";"2014-10-28";"4062.56400";"4107.19120";"4062.21350";"4106.62530";"0"
"27463";"2014-10-29";"4095.06740";"4104.06510";"4062.48720";"4090.55300";"0"
"27463";"2014-10-30";"4074.57770";"4109.05680";"4064.45230";"4100.63670";"0"
"27463";"2014-10-31";"4168.64300";"4170.87330";"4143.20380";"4158.21070";"0"
"27463";"2014-11-03";"4160.45290";"4179.35860";"4156.78490";"4169.28450";"0"
"27463";"2014-11-04";"4155.04160";"4165.04580";"4126.71870";"4156.22800";"0"
"27463";"2014-11-05";"4179.00820";"4179.92600";"4140.20910";"4153.26870";"0"
"27463";"2014-11-06";"4147.47220";"4165.77420";"4133.98440";"4164.08070";"0"
"27463";"2014-11-07";"4170.02740";"4171.12980";"4139.45860";"4160.50470";"0"
"27463";"2014-11-10";"4160.03090";"4179.97770";"4151.48200";"4175.94640";"0"
"27463";"2014-11-11";"4173.73360";"4187.31450";"4165.24800";"4187.16340";"0"
"27463";"2014-11-12";"4173.63810";"4199.18650";"4173.02410";"4195.40070";"0"
"27463";"2014-11-13";"4203.67050";"4228.68060";"4194.32640";"4213.48510";"0"
"27463";"2014-11-14";"4215.68690";"4225.18340";"4198.59270";"4224.98640";"0"
"27463";"2014-11-17";"4215.05630";"4225.48130";"4194.17980";"4213.78880";"0"
"27463";"2014-11-18";"4214.57930";"4248.19250";"4214.32100";"4242.18570";"0"
"27463";"2014-11-19";"4234.60250";"4235.84100";"4204.15970";"4222.66220";"0"
"27463";"2014-11-20";"4206.42380";"4245.16750";"4202.35810";"4242.09040";"0"
"27463";"2014-11-21";"4284.73760";"4285.26510";"4237.37690";"4251.32360";"0"
"27463";"2014-11-24";"4260.94100";"4285.00360";"4258.41020";"4284.31780";"0"
"27463";"2014-11-25";"4290.45130";"4302.43520";"4279.90410";"4288.22890";"0"
"27463";"2014-11-26";"4291.30990";"4319.41060";"4289.50920";"4317.98820";"0"
"27463";"2014-11-28";"4330.53470";"4347.08730";"4326.20450";"4337.78480";"0"
"27463";"2014-12-01";"4324.05000";"4332.55360";"4274.68270";"4287.81260";"0"
"27463";"2014-12-02";"4293.00220";"4312.91760";"4283.89080";"4305.96180";"0"
"27463";"2014-12-03";"4312.30720";"4319.01950";"4287.04270";"4312.93240";"0"
"27463";"2014-12-04";"4308.35120";"4327.55010";"4293.94170";"4311.93080";"0"
"27463";"2014-12-05";"4317.32150";"4324.42110";"4302.03970";"4311.57290";"0"
"27463";"2014-12-08";"4298.07300";"4320.07720";"4259.01060";"4278.33760";"0"
"27463";"2014-12-09";"4229.02680";"4297.73180";"4216.86480";"4294.66760";"0"
"27463";"2014-12-10";"4285.62280";"4296.99580";"4218.85550";"4224.87220";"0"
"27463";"2014-12-11";"4242.53860";"4296.80990";"4238.29280";"4246.47680";"0"
"27463";"2014-12-12";"4208.37320";"4254.43250";"4199.28470";"4199.28470";"0"
"27463";"2014-12-15";"4225.19510";"4236.06360";"4145.01000";"4157.41490";"0"
"27463";"2014-12-16";"4122.94990";"4190.41990";"4089.18840";"4089.60130";"0"
"27463";"2014-12-17";"4092.27920";"4175.97480";"4089.09260";"4165.09860";"0"
"27463";"2014-12-18";"4226.95160";"4267.77440";"4213.20820";"4267.77440";"0"
"27463";"2014-12-19";"4272.05120";"4300.40310";"4258.33190";"4281.78280";"0"
"27463";"2014-12-22";"4273.57850";"4295.26570";"4270.53620";"4293.67310";"0"
"27463";"2014-12-23";"4305.18180";"4309.02810";"4274.51230";"4279.30200";"0"
"27463";"2014-12-24";"4284.31930";"4298.86750";"4281.80060";"4283.09780";"0"
"27463";"2014-12-26";"4296.09140";"4322.44740";"4294.79880";"4314.09470";"0"
"27463";"2014-12-29";"4309.93950";"4321.19590";"4306.67050";"4312.64420";"0"
"27463";"2014-12-30";"4299.82560";"4309.12860";"4277.75130";"4282.34770";"0"
"27463";"2014-12-31";"4294.53570";"4307.00730";"4233.70530";"4236.27880";"0"
"27463";"2015-01-02";"4260.02520";"4276.71460";"4206.45520";"4230.23680";"0"
"27463";"2015-01-05";"4207.89070";"4210.96260";"4151.84940";"4160.96440";"0"
"27463";"2015-01-06";"4171.63940";"4176.25990";"4090.33210";"4110.83010";"0"
"27463";"2015-01-07";"4138.45710";"4169.97000";"4126.38780";"4159.99950";"0"
"27463";"2015-01-08";"4195.42950";"4247.93280";"4192.63170";"4240.54950";"0"
"27463";"2015-01-09";"4249.52520";"4253.96600";"4188.61260";"4213.27580";"0"
"27463";"2015-01-12";"4221.42190";"4223.88170";"4158.10830";"4169.97040";"0"
"27463";"2015-01-13";"4212.01770";"4252.70400";"4134.93630";"4166.20250";"0"
"27463";"2015-01-14";"4123.45980";"4165.00390";"4108.31460";"4145.84140";"0"
"27463";"2015-01-15";"4160.21750";"4169.44430";"4085.70410";"4089.64820";"0"
"27463";"2015-01-16";"4087.83660";"4143.52760";"4078.84790";"4142.14010";"0"
"27463";"2015-01-20";"4164.34650";"4181.34130";"4117.14760";"4171.21430";"0"
"27463";"2015-01-21";"4157.25910";"4211.27690";"4145.82390";"4192.09340";"0"
"27463";"2015-01-22";"4216.23490";"4274.15420";"4173.54290";"4270.36280";"0"
"27463";"2015-01-23";"4267.59990";"4292.87620";"4258.47930";"4278.14240";"0"
"27463";"2015-01-26";"4269.34780";"4282.47780";"4254.46530";"4275.71540";"0"
"27463";"2015-01-27";"4200.62660";"4209.40560";"4151.15360";"4165.50170";"0"
"27463";"2015-01-28";"4234.00300";"4235.15330";"4140.37560";"4140.37560";"0"
"27463";"2015-01-29";"4133.49030";"4189.54180";"4103.71490";"4181.35140";"0"
"27463";"2015-01-30";"4178.87080";"4210.84800";"4144.03010";"4148.43020";"0"
"27463";"2015-02-02";"4161.33360";"4189.09360";"4094.72800";"4188.58610";"0"
"27463";"2015-02-03";"4199.88430";"4229.14920";"4174.23210";"4229.14920";"0"
"27463";"2015-02-04";"4207.33160";"4248.83880";"4198.74410";"4221.19890";"0"
"27463";"2015-02-05";"4228.16910";"4258.00280";"4220.16620";"4256.18130";"0"
"27463";"2015-02-06";"4259.70230";"4271.27590";"4214.89220";"4228.68180";"0"
"27463";"2015-02-09";"4213.37380";"4235.24020";"4206.75640";"4216.08650";"0"
"27463";"2015-02-10";"4238.35780";"4286.42510";"4232.99270";"4281.15500";"0"
"27463";"2015-02-11";"4284.87360";"4305.34550";"4277.64890";"4297.28200";"0"
"27463";"2015-02-12";"4322.29410";"4347.97220";"4317.97890";"4347.97220";"0"
"27463";"2015-02-13";"4358.43740";"4384.02780";"4351.02450";"4384.02780";"0"
"27463";"2015-02-17";"4379.41970";"4387.32340";"4370.63270";"4385.34200";"0"
"27463";"2015-02-18";"4379.28360";"4393.19070";"4374.23220";"4390.91170";"0"
"27463";"2015-02-19";"4389.42080";"4415.79110";"4388.43540";"4411.86340";"0"
"27463";"2015-02-20";"4409.10570";"4444.61770";"4397.62480";"4443.05340";"0"
"27463";"2015-02-23";"4441.31650";"4449.49090";"4430.86470";"4449.49090";"0"
"27463";"2015-02-24";"4442.71620";"4455.52440";"4428.82130";"4451.02920";"0"
"27463";"2015-02-25";"4441.43760";"4461.11480";"4429.90330";"4440.59110";"0"
"27463";"2015-02-26";"4444.86620";"4463.81340";"4430.79060";"4462.27220";"0"
"27463";"2015-02-27";"4458.71790";"4464.31480";"4435.65510";"4440.67240";"0"
"27463";"2015-03-02";"4451.83690";"4483.96960";"4450.86130";"4483.04900";"0"
"27463";"2015-03-03";"4467.17620";"4473.63710";"4433.50500";"4458.77780";"0"
"27463";"2015-03-04";"4443.44280";"4452.37250";"4420.99560";"4445.35970";"0"
"27463";"2015-03-05";"4454.41650";"4464.48390";"4433.93880";"4452.05680";"0"
"27463";"2015-03-06";"4444.47010";"4453.92720";"4389.82400";"4399.23100";"0"
"27463";"2015-03-09";"4408.91400";"4424.21950";"4391.61740";"4412.98870";"0"
"27463";"2015-03-10";"4377.83340";"4381.61560";"4329.08150";"4329.08150";"0"
"27463";"2015-03-11";"4335.13350";"4342.86820";"4304.27920";"4305.38140";"0"
"27463";"2015-03-12";"4303.02510";"4339.20000";"4300.87060";"4336.22730";"0"
"27463";"2015-03-13";"4330.10740";"4347.86910";"4289.30020";"4314.90010";"0"
"27463";"2015-03-16";"4336.48620";"4371.45620";"4327.27070";"4370.46820";"0"
"27463";"2015-03-17";"4355.48640";"4384.97830";"4349.68970";"4375.62500";"0"
"27463";"2015-03-18";"4365.24740";"4440.49300";"4344.49210";"4422.50200";"0"
"27463";"2015-03-19";"4424.53910";"4440.00590";"4419.83660";"4426.82470";"0"
"27463";"2015-03-20";"4467.21680";"4478.68490";"4456.41130";"4458.53840";"0"
"27463";"2015-03-23";"4452.90140";"4466.33640";"4445.52300";"4445.54470";"0"
"27463";"2015-03-24";"4446.64520";"4467.78720";"4430.97230";"4430.98550";"0"
"27463";"2015-03-25";"4436.83550";"4442.54060";"4329.28720";"4329.28720";"0"
"27463";"2015-03-26";"4285.97390";"4340.16470";"4280.94850";"4315.25800";"0"
"27463";"2015-03-27";"4315.52200";"4342.92550";"4309.51550";"4332.86150";"0"
"27463";"2015-03-30";"4360.52480";"4384.17590";"4359.78100";"4382.81880";"0"
"27463";"2015-03-31";"4363.91300";"4377.36100";"4333.68840";"4333.68840";"0"
"27463";"2015-04-01";"4325.72630";"4334.56310";"4284.05800";"4311.25730";"0"
"27463";"2015-04-02";"4317.24230";"4327.79290";"4302.48680";"4316.00650";"0"
"27463";"2015-04-06";"4284.03150";"4361.55950";"4283.91320";"4350.97950";"0"
"27463";"2015-04-07";"4352.24210";"4379.41470";"4343.74200";"4344.07950";"0"
"27463";"2015-04-08";"4346.88140";"4382.82220";"4345.08920";"4375.96040";"0"
"27463";"2015-04-09";"4379.35050";"4405.65400";"4361.22670";"4403.95340";"0"
"27463";"2015-04-10";"4403.69560";"4422.63220";"4394.38240";"4422.02240";"0"
"27463";"2015-04-13";"4428.57670";"4448.20400";"4407.06900";"4409.20830";"0"
"27463";"2015-04-14";"4409.49860";"4418.87260";"4375.10510";"4397.64480";"0"
"27463";"2015-04-15";"4409.75130";"4435.28360";"4406.04160";"4424.52950";"0"
"27463";"2015-04-16";"4413.19190";"4427.22290";"4408.96050";"4418.83120";"0"
"27463";"2015-04-17";"4379.79760";"4390.30680";"4333.10550";"4351.79870";"0"
"27463";"2015-04-20";"4373.71470";"4423.87920";"4373.08680";"4417.39680";"0"
"27463";"2015-04-21";"4442.93110";"4448.67510";"4430.97900";"4435.97640";"0"
"27463";"2015-04-22";"4448.06920";"4466.84430";"4419.35180";"4460.81340";"0"
"27463";"2015-04-23";"4445.48960";"4496.07800";"4444.28810";"4477.06710";"0"
"27463";"2015-04-24";"4529.75790";"4543.63640";"4517.87820";"4536.77830";"0"
"27463";"2015-04-27";"4549.97600";"4562.33320";"4516.33360";"4525.03540";"0"
"27463";"2015-04-28";"4527.08250";"4537.14480";"4479.00940";"4515.26510";"0"
"27463";"2015-04-29";"4492.92520";"4517.01270";"4463.98150";"4488.15200";"0"
"27463";"2015-04-30";"4459.24190";"4480.36390";"4395.09600";"4414.25220";"0"
"27463";"2015-05-01";"4436.15170";"4479.05620";"4435.23740";"4479.05620";"0"
"27463";"2015-05-04";"4490.90950";"4510.47070";"4480.85070";"4482.60960";"0"
"27463";"2015-05-05";"4464.42200";"4472.22730";"4407.26770";"4409.39360";"0"
"27463";"2015-05-06";"4423.18030";"4429.95780";"4349.92560";"4379.74760";"0"
"27463";"2015-05-07";"4379.05870";"4413.72660";"4373.29480";"4401.55180";"0"
"27463";"2015-05-08";"4443.33550";"4466.16990";"4441.73210";"4458.65020";"0"
"27463";"2015-05-11";"4454.35210";"4468.75470";"4437.52690";"4438.63540";"0"
"27463";"2015-05-12";"4411.94220";"4441.39960";"4380.51610";"4420.64690";"0"
"27463";"2015-05-13";"4434.93360";"4460.53790";"4421.75170";"4426.56010";"0"
"27463";"2015-05-14";"4459.83870";"4496.24640";"4448.38310";"4495.03720";"0"
"27463";"2015-05-15";"4504.97260";"4509.12920";"4482.54920";"4494.29050";"0"
"27463";"2015-05-18";"4485.57590";"4521.01270";"4483.75880";"4512.94810";"0"
"27463";"2015-05-19";"4515.81310";"4521.85100";"4498.52510";"4503.71840";"0"
"27463";"2015-05-20";"4503.39800";"4533.91620";"4484.52390";"4505.30020";"0"
"27463";"2015-05-21";"4500.86770";"4537.28330";"4495.39460";"4529.46710";"0"
"27463";"2015-05-22";"4523.77780";"4542.45700";"4522.61250";"4527.15710";"0"
"27463";"2015-05-26";"4515.37210";"4521.85050";"4456.75700";"4472.96030";"0"
"27463";"2015-05-27";"4488.49030";"4551.52530";"4479.74120";"4546.06010";"0"
"27463";"2015-05-28";"4539.26070";"4548.24450";"4523.54950";"4535.65740";"0"
"27463";"2015-05-29";"4534.42640";"4539.56950";"4499.64760";"4508.25290";"0"
"27463";"2015-06-01";"4533.59820";"4535.42810";"4488.16630";"4521.84660";"0"
"27463";"2015-06-02";"4502.09800";"4531.08200";"4486.19260";"4508.88580";"0"
"27463";"2015-06-03";"4531.33260";"4539.35530";"4512.44170";"4519.86300";"0"
"27463";"2015-06-04";"4503.15110";"4526.21400";"4475.05040";"4487.03060";"0"
"27463";"2015-06-05";"4484.22910";"4493.43240";"4452.32450";"4477.18500";"0"
"27463";"2015-06-08";"4476.35180";"4477.82860";"4423.79880";"4431.51460";"0"
"27463";"2015-06-09";"4421.78540";"4441.62430";"4392.45040";"4427.60810";"0"
"27463";"2015-06-10";"4439.49300";"4497.50960";"4435.29390";"4485.46290";"0"
"27463";"2015-06-11";"4497.82450";"4511.31820";"4483.83940";"4488.47010";"0"
"27463";"2015-06-12";"4468.65860";"4476.20600";"4449.20640";"4453.79380";"0"
"27463";"2015-06-15";"4412.00890";"4437.97060";"4396.13390";"4432.91590";"0"
"27463";"2015-06-16";"4428.44510";"4463.19590";"4426.18590";"4455.89700";"0"
"27463";"2015-06-17";"4464.66110";"4482.26940";"4441.33680";"4468.98220";"0"
"27463";"2015-06-18";"4484.63700";"4540.68810";"4483.60760";"4531.84770";"0"
"27463";"2015-06-19";"4538.88640";"4539.48770";"4511.20920";"4513.42420";"0"
"27463";"2015-06-22";"4544.06150";"4557.97970";"4534.76300";"4544.04000";"0"
"27463";"2015-06-23";"4548.91940";"4551.76830";"4529.99150";"4548.74030";"0"
"27463";"2015-06-24";"4540.89380";"4561.63820";"4523.89770";"4524.59710";"0"
"27463";"2015-06-25";"4540.37500";"4546.14550";"4508.65530";"4514.00760";"0"
"27463";"2015-06-26";"4514.17580";"4523.97420";"4469.22920";"4484.28130";"0"
"27463";"2015-06-29";"4431.85540";"4460.08260";"4377.22850";"4379.86500";"0"
"27463";"2015-06-30";"4412.80180";"4420.50040";"4381.93920";"4396.76120";"0"
"27463";"2015-07-01";"4432.65930";"4445.89670";"4409.41850";"4429.22560";"0"
"27463";"2015-07-02";"4441.04420";"4445.82530";"4417.48010";"4433.39350";"0"
"27463";"2015-07-06";"4400.43920";"4444.41120";"4394.43510";"4418.66220";"0"
"27463";"2015-07-07";"4423.21770";"4434.90640";"4344.14870";"4429.06050";"0"
"27463";"2015-07-08";"4393.76710";"4403.13370";"4346.42020";"4351.57810";"0"
"27463";"2015-07-09";"4406.77360";"4414.43380";"4351.51270";"4352.03260";"0"
"27463";"2015-07-10";"4408.75470";"4434.10950";"4394.00750";"4420.15210";"0"
"27463";"2015-07-13";"4457.86370";"4498.73720";"4456.54120";"4494.46930";"0"
"27463";"2015-07-14";"4502.06220";"4537.20880";"4500.65760";"4523.46580";"0"
"27463";"2015-07-15";"4531.19110";"4547.17830";"4517.40490";"4528.35770";"0"
"27463";"2015-07-16";"4565.94460";"4595.01590";"4558.31760";"4594.89550";"0"
"27463";"2015-07-17";"4636.00910";"4661.59670";"4624.68030";"4661.59670";"0"
"27463";"2015-07-20";"4669.40350";"4694.13370";"4657.97840";"4679.67500";"0"
"27463";"2015-07-21";"4678.53690";"4686.36090";"4661.75580";"4674.40530";"0"
"27463";"2015-07-22";"4606.51010";"4643.82700";"4604.52630";"4623.24150";"0"
"27463";"2015-07-23";"4627.53020";"4641.57920";"4592.49450";"4602.82970";"0"
"27463";"2015-07-24";"4630.02310";"4632.06210";"4552.39950";"4557.37430";"0"
"27463";"2015-07-27";"4527.36270";"4551.98630";"4511.92290";"4519.09280";"0"
"27463";"2015-07-28";"4538.87890";"4568.78970";"4506.18580";"4560.23280";"0"
"27463";"2015-07-29";"4571.88150";"4586.78230";"4552.76250";"4581.60430";"0"
"27463";"2015-07-30";"4571.02510";"4606.65360";"4540.97660";"4598.59280";"0"
"27463";"2015-07-31";"4614.04670";"4616.47640";"4584.22210";"4588.90710";"0"
"27463";"2015-08-03";"4595.19380";"4607.51800";"4549.60220";"4580.46310";"0"
"27463";"2015-08-04";"4573.56090";"4584.45410";"4551.89880";"4567.46520";"0"
"27463";"2015-08-05";"4596.22730";"4634.69580";"4590.18610";"4602.23840";"0"
"27463";"2015-08-06";"4608.05090";"4612.61670";"4508.29660";"4528.50680";"0"
"27463";"2015-08-07";"4521.77450";"4532.46090";"4485.50370";"4520.07970";"0"
"27463";"2015-08-10";"4559.35170";"4583.63270";"4554.62510";"4573.11310";"0"
"27463";"2015-08-11";"4549.15090";"4567.68510";"4491.06210";"4513.99220";"0"
"27463";"2015-08-12";"4476.10740";"4539.18060";"4436.53980";"4528.18930";"0"
"27463";"2015-08-13";"4535.78320";"4556.13550";"4514.45060";"4519.31660";"0"
"27463";"2015-08-14";"4513.02680";"4536.19860";"4503.83380";"4530.73940";"0"
"27463";"2015-08-17";"4515.64450";"4568.59080";"4507.97510";"4566.36950";"0"
"27463";"2015-08-18";"4554.37600";"4562.15130";"4536.05040";"4542.07020";"0"
"27463";"2015-08-19";"4524.67850";"4550.67330";"4486.11310";"4510.89910";"0"
"27463";"2015-08-20";"4464.20700";"4484.36110";"4385.12600";"4385.12600";"0"
"27463";"2015-08-21";"4312.36940";"4361.32090";"4197.27050";"4197.27050";"0"
"27463";"2015-08-24";"3789.11000";"4199.79160";"3787.22730";"4038.60240";"0"
"27463";"2015-08-25";"4185.96330";"4207.38050";"4015.91120";"4016.32380";"0"
"27463";"2015-08-26";"4142.73480";"4227.85840";"4052.54470";"4219.59940";"0"
"27463";"2015-08-27";"4282.72200";"4328.99320";"4231.14300";"4324.82140";"0"
"27463";"2015-08-28";"4302.77370";"4340.70090";"4295.55520";"4329.12110";"0"
"27463";"2015-08-31";"4301.08860";"4324.73540";"4262.08540";"4274.58420";"0"
"27463";"2015-09-01";"4176.46750";"4229.31000";"4121.83140";"4142.63400";"0"
"27463";"2015-09-02";"4206.87790";"4256.23030";"4166.07940";"4256.23030";"0"
"27463";"2015-09-03";"4264.74760";"4300.29780";"4222.37720";"4234.65370";"0"
"27463";"2015-09-04";"4179.74450";"4210.81260";"4160.42650";"4184.72140";"0"
"27463";"2015-09-08";"4264.95690";"4306.49580";"4247.14390";"4303.52620";"0"
"27463";"2015-09-09";"4345.09410";"4352.96400";"4242.46540";"4253.44790";"0"
"27463";"2015-09-10";"4245.29910";"4326.77130";"4243.68980";"4296.29860";"0"
"27463";"2015-09-11";"4274.15060";"4323.23020";"4268.10340";"4323.23020";"0"
"27463";"2015-09-14";"4333.46910";"4334.93710";"4293.77300";"4308.76040";"0"
"27463";"2015-09-15";"4319.76140";"4373.19380";"4303.88660";"4360.27960";"0"
"27463";"2015-09-16";"4357.67950";"4388.32070";"4346.46780";"4383.66980";"0"
"27463";"2015-09-17";"4378.77020";"4450.65850";"4368.79600";"4384.96150";"0"
"27463";"2015-09-18";"4326.53330";"4374.91930";"4317.09190";"4323.85800";"0"
"27463";"2015-09-21";"4346.70710";"4372.42340";"4299.94390";"4336.12970";"0"
"27463";"2015-09-22";"4276.68330";"4286.60210";"4233.90320";"4274.09820";"0"
"27463";"2015-09-23";"4281.09580";"4294.72740";"4255.06010";"4273.53120";"0"
"27463";"2015-09-24";"4242.17930";"4275.63830";"4198.11450";"4261.10470";"0"
"27463";"2015-09-25";"4305.01450";"4308.65980";"4198.96400";"4224.74050";"0"
"27463";"2015-09-28";"4201.69960";"4207.02550";"4092.28880";"4103.46980";"0"
"27463";"2015-09-29";"4114.00600";"4155.31490";"4053.11530";"4083.37170";"0"
"27463";"2015-09-30";"4138.18050";"4181.05990";"4125.20160";"4181.05990";"0"
"27463";"2015-10-01";"4184.41780";"4194.18060";"4128.34280";"4192.96360";"0"
"27463";"2015-10-02";"4140.66020";"4267.45020";"4124.54520";"4267.45020";"0"
"27463";"2015-10-05";"4297.55510";"4339.22970";"4290.24600";"4331.43160";"0"
